;LAP Aft Skirt Orifice Flow Velocities (ft/s)
#I=0,130,1; Launch_Vehicle_Multi_Cavity_Launch_to_Seperation_Venting_Analysis_vent_g4c.vsm C:\0_afc_work\Launch_Vehicle_Multi_Cavity_Launch_to_Seperation_Venting_Analysis_using_VISSIM\VISSIM\0_tmp\Launch_Vehicle_Multi_Cavity_Launch_to_Seperation_Venting_Analysis_vent_g4c.vsm @ Mon Oct 29 08:29:54 2018
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	-92.575	-92.575	-92.695	-92.386	-92.731	-92.409	-92.409	-92.702	-92.359	-92.667	-77.256	-92.575	-159.72	-97.784	-740.77	-740.77
2	-130.37	-130.37	-130.54	-130.1	-130.59	-130.13	-130.13	-130.55	-130.06	-130.5	-108.47	-130.37	-193.57	-134.44	-746.65	-746.66
3	-158.74	-158.74	-158.96	-158.41	-159.02	-158.45	-158.45	-158.97	-158.36	-158.91	-131.57	-158.74	-217.48	-162.37	-752.31	-752.32
4	-182.03	-182.03	-182.28	-181.64	-182.36	-181.69	-181.69	-182.29	-181.58	-182.22	-150.21	-182.03	-237.34	-185.44	-757.73	-757.74
5	-201.93	-201.93	-202.21	-201.48	-202.3	-201.54	-201.54	-202.23	-201.42	-202.15	-165.8	-201.93	-254.87	-205.22	-762.89	-762.9
6	-219.32	-219.32	-219.64	-218.83	-219.73	-218.89	-218.89	-219.65	-218.76	-219.56	-179.11	-219.32	-270.64	-222.55	-767.99	-768
7	-234.75	-234.75	-235.1	-234.21	-235.2	-234.28	-234.28	-235.12	-234.13	-235.02	-190.58	-234.75	-284.99	-237.95	-772.85	-772.86
8	-248.59	-248.59	-248.96	-248	-249.07	-248.07	-248.07	-248.98	-247.92	-248.88	-200.53	-248.59	-298.14	-251.78	-777.44	-777.45
9	-261.09	-261.09	-261.5	-260.46	-261.61	-260.53	-260.53	-261.52	-260.37	-261.4	-209.19	-261.09	-310.24	-264.29	-781.79	-781.8
10	-272.46	-272.46	-272.89	-271.78	-273.02	-271.86	-271.86	-272.92	-271.68	-272.79	-216.75	-272.46	-321.42	-275.67	-785.9	-785.91
11	-282.86	-282.86	-283.32	-282.13	-283.45	-282.22	-282.22	-283.34	-282.03	-283.21	-223.33	-282.86	-331.89	-286.1	-790.38	-790.39
12	-292.41	-292.41	-292.9	-291.64	-293.04	-291.73	-291.73	-292.92	-291.53	-292.79	-229.06	-292.41	-341.76	-295.68	-794.68	-794.69
13	-301.22	-301.22	-301.74	-300.41	-301.89	-300.51	-300.51	-301.77	-300.29	-301.62	-234.03	-301.22	-351.01	-304.53	-798.78	-798.79
14	-309.39	-309.39	-309.93	-308.53	-310.09	-308.63	-308.63	-309.96	-308.41	-309.81	-238.32	-309.39	-359.72	-312.73	-802.71	-802.72
15	-316.98	-316.98	-317.55	-316.08	-317.72	-316.19	-316.19	-317.58	-315.95	-317.42	-242.01	-316.98	-367.92	-320.37	-806.47	-806.48
16	-324.07	-324.07	-324.67	-323.12	-324.85	-323.23	-323.23	-324.7	-322.98	-324.53	-245.15	-324.07	-375.7	-327.5	-810.19	-810.21
17	-330.29	-330.29	-330.93	-329.3	-331.11	-329.42	-329.42	-330.96	-329.16	-330.78	-275.58	-330.29	-382.73	-333.78	-813.6	-813.62
18	-335.4	-335.4	-336.06	-334.36	-336.26	-334.49	-334.49	-336.1	-334.21	-335.91	-302.25	-335.4	-388.79	-338.94	-816.56	-816.57
19	-339.56	-339.56	-340.25	-338.46	-340.46	-338.6	-338.6	-340.29	-338.31	-340.09	-326.22	-339.56	-394.02	-343.16	-819.12	-819.13
20	-342.9	-342.9	-343.63	-341.76	-343.85	-341.9	-341.9	-343.67	-341.59	-343.46	-348.16	-342.9	-398.55	-346.58	-821.33	-821.35
21	-368.51	-368.51	-369.93	-366.56	-370.3	-366.95	-366.95	-370.1	-366.37	-369.74	-367.8	-368.51	-427	-372.73	-836.58	-836.59
22	-391.08	-391.08	-393.13	-388.36	-393.64	-389	-389	-393.41	-388.15	-392.91	-384.86	-391.08	-452.95	-396.07	-851.12	-851.13
23	-411.18	-411.18	-413.84	-407.75	-414.49	-408.61	-408.61	-414.24	-407.52	-413.6	-399.77	-411.18	-476.66	-416.95	-864.93	-864.94
24	-429.12	-429.12	-432.36	-424.98	-433.15	-426.05	-426.05	-432.87	-424.72	-432.1	-412.68	-429.12	-498.4	-435.64	-878.01	-878.02
25	-445.17	-445.17	-448.99	-440.33	-449.91	-441.62	-441.62	-449.6	-440.05	-448.7	-423.81	-445.17	-518.46	-452.45	-890.4	-890.41
26	-459.68	-459.68	-464.08	-454.14	-465.13	-455.64	-455.64	-464.8	-453.84	-463.76	-433.43	-459.68	-537.16	-467.72	-902.25	-902.26
27	-472.93	-472.93	-477.91	-466.68	-479.09	-468.4	-468.4	-478.73	-466.36	-477.57	-441.8	-472.93	-554.76	-481.75	-913.65	-913.66
28	-485.15	-485.15	-490.72	-478.2	-492.03	-480.13	-480.13	-491.64	-477.85	-490.35	-449.1	-485.15	-571.5	-494.75	-924.68	-924.69
29	-496.53	-496.53	-502.69	-488.86	-504.14	-491.02	-491.02	-503.72	-488.49	-502.29	-455.52	-496.53	-587.55	-506.93	-935.45	-935.46
30	-507.24	-507.24	-514	-498.84	-515.58	-501.22	-501.22	-515.14	-498.44	-513.57	-461.2	-507.24	-603.07	-518.45	-946.02	-946.04
31	-517.4	-517.4	-524.77	-508.27	-526.5	-510.87	-510.87	-526.02	-507.84	-524.32	-466.25	-517.4	-618.2	-529.45	-956.5	-956.51
32	-527.14	-527.14	-535.13	-517.25	-536.99	-520.08	-520.08	-536.49	-516.79	-534.64	-470.78	-527.14	-633.05	-540.03	-966.93	-966.94
33	-536.54	-536.54	-545.16	-525.89	-547.17	-528.95	-528.95	-546.64	-525.4	-544.65	-474.88	-536.54	-647.71	-550.3	-977.35	-977.36
34	-545.65	-545.65	-554.92	-534.21	-557.07	-537.51	-537.51	-556.5	-533.7	-554.37	-481.47	-545.65	-662.23	-560.29	-987.81	-987.82
35	-554.49	-554.49	-564.41	-542.25	-566.72	-545.79	-545.79	-566.12	-541.71	-563.84	-487.7	-554.49	-676.66	-570.03	-998.31	-998.32
36	-563.14	-563.14	-573.73	-550.08	-576.19	-553.87	-553.87	-575.56	-549.51	-573.12	-493.65	-563.14	-691.06	-579.61	-1008.9	-1008.9
37	-571.66	-571.66	-582.94	-557.75	-585.56	-561.8	-561.8	-584.89	-557.15	-582.29	-499.39	-571.66	-705.51	-589.07	-1019.7	-1019.7
38	-580.1	-580.1	-592.08	-565.34	-594.86	-569.64	-569.64	-594.16	-564.7	-591.41	-504.96	-580.1	-720.07	-598.48	-1030.6	-1030.6
39	-588.51	-588.51	-601.22	-572.87	-604.17	-577.44	-577.44	-603.42	-572.21	-600.51	-510.42	-588.51	-734.79	-607.9	-1041.8	-1041.8
40	-596.95	-596.95	-610.39	-580.4	-613.51	-585.24	-585.24	-612.73	-579.7	-609.65	-515.81	-596.95	-749.73	-617.35	-1053.3	-1053.3
41	-605.44	-605.44	-619.64	-587.97	-622.93	-593.09	-593.09	-622.11	-587.23	-618.86	-521.17	-605.44	-764.95	-626.89	-1065.1	-1065.1
42	-614.02	-614.02	-629	-595.6	-632.47	-601.01	-601.01	-631.61	-594.83	-628.18	-526.54	-614.02	-780.48	-636.55	-1077.4	-1077.4
43	-622.73	-622.73	-638.51	-603.33	-642.16	-609.03	-609.03	-641.26	-602.53	-637.65	-531.93	-622.73	-796.39	-646.37	-1090	-1090
44	-631.59	-631.59	-648.19	-611.19	-652.03	-617.2	-617.2	-651.09	-610.35	-647.29	-537.39	-631.59	-812.7	-656.37	-1103	-1103
45	-640.63	-640.63	-658.08	-619.21	-662.11	-625.52	-625.52	-661.13	-618.33	-657.14	-542.92	-640.63	-829.47	-666.59	-1114.3	-1114.3
46	-649.87	-649.87	-668.19	-627.39	-672.42	-634.02	-634.02	-671.39	-626.47	-667.2	-549.76	-649.87	-846.73	-677.03	-1114.3	-1114.3
