;OV Payload Purge Orifice Flow Mdot (lbm/s)
#I=0,130,1; Launch_Vehicle_Multi_Cavity_Launch_to_Seperation_Venting_Analysis_vent_g4c.vsm C:\0_afc_work\Launch_Vehicle_Multi_Cavity_Launch_to_Seperation_Venting_Analysis_using_VISSIM\VISSIM\0_tmp\Launch_Vehicle_Multi_Cavity_Launch_to_Seperation_Venting_Analysis_vent_g4c.vsm @ Mon Oct 29 08:29:54 2018
0	0	0
1	1.5175	0.062974
2	1.5138	0.063005
3	1.5101	0.06304
4	1.5064	0.063079
5	1.5026	0.063122
6	1.4993	0.062977
7	1.496	0.062833
8	1.4927	0.062688
9	1.4894	0.062542
10	1.4861	0.062397
11	1.4786	0.062118
12	1.4713	0.061845
13	1.464	0.061571
14	1.4566	0.061297
15	1.4493	0.061022
16	1.4413	0.060709
17	1.4333	0.060397
18	1.4254	0.060085
19	1.4174	0.059772
20	1.4094	0.059458
21	1.3849	0.058422
22	1.3608	0.057401
23	1.3367	0.056378
24	1.3125	0.055354
25	1.2883	0.054329
26	1.264	0.053295
27	1.2397	0.052261
28	1.2154	0.051226
29	1.1911	0.050189
30	1.1668	0.049151
31	1.1423	0.048106
32	1.1178	0.04706
33	1.0934	0.046013
34	1.0689	0.044965
35	1.0444	0.043916
36	1.0198	0.042865
37	0.99526	0.041813
38	0.97069	0.04076
39	0.94611	0.039706
40	0.92151	0.038652
41	0.89651	0.037579
42	0.87153	0.036507
43	0.84656	0.035436
44	0.8216	0.034364
45	0.79665	0.033293
46	0.77168	0.032221
47	0.74672	0.031149
48	0.72177	0.030077
49	0.69684	0.029006
50	0.67191	0.027935
51	0.64639	0.026838
52	0.62096	0.025745
53	0.59558	0.024654
54	0.53755	0.020833
55	0.48034	0.016927
56	0.42315	0.012782
57	0.4058	0.012215
58	0.38758	0.011588
59	0.3694	0.010962
60	0.35126	0.010335
61	0.33295	0.0097066
62	0.31471	0.0090792
63	0.29654	0.0084518
64	0.27842	0.0078242
65	0.26037	0.007196
66	0.24237	0.0065667
67	0.22444	0.0059354
68	0.20656	0.0053009
69	0.18875	0.0046615
70	0.17099	0.004014
71	0.15288	0.0033575
72	0.13494	0.0026827
73	0.11714	0.001965
74	0.099501	0.0011203
75	0.082019	-0.00068575
76	0.077869	-0.0006418
77	0.0735	-0.00065267
78	0.069167	-0.0006624
79	0.064868	-0.0006705
80	0.060602	-0.00067656
81	0.056313	-0.00067609
82	0.052068	-0.0006736
83	0.047863	-0.00066882
84	0.043698	-0.00066119
85	0.039573	-0.00065011
86	0.035503	-0.00063601
87	0.031466	-0.00061682
88	0.030165	-0.00058905
89	0.02883	-0.00056576
90	0.027505	-0.00054305
91	0.026167	-0.00051959
92	0.024844	-0.00049672
93	0.023533	-0.00047451
94	0.022234	-0.00045289
95	0.020948	-0.00043182
96	0.0197	-0.00041259
97	0.01846	-0.00039366
98	0.017227	-0.00037489
99	0.016003	-0.0003562
100	0.014786	-0.00033752
101	0.013575	-0.00031868
102	0.012373	-0.00029967
103	0.011178	-0.0002804
104	0.0099904	-0.00026068
105	0.0088106	-0.00024032
106	0.0076583	-0.00022008
107	0.0065064	-0.00019823
108	0.0053553	-0.00017406
109	0.0042053	-0.00014637
110	0.0030566	-0.00011257
111	0.0029329	-0.00010695
112	0.002795	-0.00010167
113	0.0026577	-9.6421e-005
114	0.002521	-9.1183e-005
115	0.0023849	-8.596e-005
116	0.0022556	-8.1069e-005
117	0.0021259	-7.6163e-005
118	0.0019961	-7.1215e-005
119	0.0018662	-6.6217e-005
120	0.0017361	-6.1158e-005
121	0.0016056	-5.6013e-005
122	0.001475	-5.0773e-005
123	0.0013443	-4.5409e-005
124	0.0012134	-3.9871e-005
125	0.0010825	-3.4079e-005
126	0.00095322	-2.7976e-005
127	0.00082311	-2.1092e-005
128	0.00069206	-1.2192e-005
129	0.00055955	1.1275e-005
130	0.00042508	1.7875e-005
