;OV Payload Purge Ring Orifice Flow Velocities (ft/s)
#I=0,130,1; Launch_Vehicle_Multi_Cavity_Launch_to_Seperation_Venting_Analysis_vent_g4c.vsm C:\0_afc_work\Launch_Vehicle_Multi_Cavity_Launch_to_Seperation_Venting_Analysis_using_VISSIM\VISSIM\0_tmp\Launch_Vehicle_Multi_Cavity_Launch_to_Seperation_Venting_Analysis_vent_g4c.vsm @ Mon Oct 29 08:29:54 2018
0	0	0
1	4238	183.89
2	4210.3	182.16
3	4182.4	180.42
4	4154.5	178.68
5	4126.4	176.93
6	4096.5	175.67
7	4066.4	174.41
8	4036.2	173.14
9	4005.8	171.87
10	3975.3	170.59
11	3967.6	170.17
12	3960.3	169.78
13	3953.1	169.39
14	3945.8	169
15	3938.6	168.6
16	3934.8	168.39
17	3931.2	168.18
18	3927.6	167.98
19	3923.9	167.77
20	3920.3	167.56
21	3915.2	167.26
22	3911.5	167.02
23	3907.9	166.78
24	3904.2	166.53
25	3900.5	166.29
26	3897.4	166.07
27	3894.3	165.86
28	3891.1	165.64
29	3888	165.42
30	3884.9	165.19
31	3882.4	165
32	3879.9	164.81
33	3877.4	164.62
34	3875	164.42
35	3872.5	164.22
36	3870.3	164.03
37	3868	163.83
38	3865.8	163.63
39	3863.5	163.42
40	3861.3	163.21
41	3862.6	163.16
42	3864.1	163.09
43	3865.5	163.03
44	3866.9	162.95
45	3868.4	162.87
46	3870	162.79
47	3871.7	162.69
48	3873.4	162.59
49	3875	162.48
50	3876.7	162.35
51	3885.9	162.54
52	3895.2	162.72
53	3904.6	162.88
54	3913.9	153.3
55	3931.2	140.5
56	3949.8	121.57
57	3971.4	121.85
58	3981.1	121.36
59	3990.7	120.78
60	4000.4	120.09
61	4015.3	119.46
62	4030.3	118.69
63	4045.2	117.74
64	4060.2	116.57
65	4075.2	115.11
66	4090.2	113.32
67	4105.2	111.08
68	4120.3	108.26
69	4135.4	104.65
70	4150.6	99.93
71	4188.4	94.447
72	4226.8	86.404
73	4265.1	73.699
74	4303.7	50.041
75	4344	-49.927
76	4400.2	-49.83
77	4436.6	-54.206
78	4472.9	-59.038
79	4509.1	-64.366
80	4545.1	-70.244
81	4590.1	-76.482
82	4635	-83.495
83	4679.6	-91.429
84	4724.1	-100.45
85	4768.3	-110.79
86	4807.3	-122.82
87	4846	-136.94
88	4895.1	-137.78
89	4933.5	-139.66
90	4971.8	-141.74
91	5018.5	-144.01
92	5065.1	-146.54
93	5111.4	-149.35
94	5157.5	-152.5
95	5203.4	-156.04
96	5236.4	-160.02
97	5268.9	-164.49
98	5301.4	-169.54
99	5333.7	-175.26
100	5365.9	-181.81
101	5399.2	-189.36
102	5432.4	-198.16
103	5465.4	-208.53
104	5498	-220.96
105	5530.2	-236.16
106	5535	-254.81
107	5538.3	-278.98
108	5539.5	-312.1
109	5537.9	-361.41
110	5530.7	-446.86
111	5594.5	-442.61
112	5616.6	-439.61
113	5638.6	-436.19
114	5660.5	-432.29
115	5682.4	-427.83
116	5676.1	-421.6
117	5669.3	-414.58
118	5662.5	-406.7
119	5655.5	-397.79
120	5648.5	-387.61
121	5642.7	-375.87
122	5636.7	-362.09
123	5630.6	-345.6
124	5624.2	-325.44
125	5617.5	-300.01
126	5589.6	-266.12
127	5558.6	-218.5
128	5521.7	-138.93
129	5467.5	114.71
130	5371.4	230
