;LAP Right System Tunnel Orifice Flow Temperatures (R)
#I=0,130,1; Launch_Vehicle_Multi_Cavity_Launch_to_Seperation_Venting_Analysis_vent_g4c.vsm C:\0_afc_work\Launch_Vehicle_Multi_Cavity_Launch_to_Seperation_Venting_Analysis_using_VISSIM\VISSIM\0_tmp\Launch_Vehicle_Multi_Cavity_Launch_to_Seperation_Venting_Analysis_vent_g4c.vsm @ Mon Oct 29 08:29:54 2018
0	568.14	597.4	568.14	568.14	568.14	515	515
1	563.12	588.77	563.12	563.12	563.12	631.32	706.27
2	558.1	580.15	558.1	558.1	558.1	711.64	792.09
3	553.07	571.52	553.07	553.07	553.07	750.15	809.55
4	548.05	562.9	548.05	548.05	548.05	763.13	807.23
5	543.03	554.27	543.03	543.03	543.03	764.02	800.24
6	537.63	548.9	537.63	537.63	537.63	759.88	792.53
7	532.24	543.52	532.24	532.24	532.24	753.78	784.86
8	526.84	538.15	526.84	526.84	526.84	746.88	777.21
9	521.45	532.77	521.45	521.45	521.45	739.66	769.56
10	516.05	527.4	516.05	516.05	516.05	732.31	761.91
11	514.78	525.56	514.78	514.78	514.78	726.72	756.85
12	513.51	523.73	513.51	513.51	513.51	723.27	754.1
13	512.24	521.89	512.24	512.24	512.24	720.72	751.91
14	510.97	520.06	510.97	510.97	510.97	718.54	749.86
15	509.7	518.22	509.7	509.7	509.7	716.52	747.84
16	509.07	517.22	509.07	509.07	509.07	714.87	746.28
17	508.44	516.22	508.44	508.44	508.44	713.61	745.12
18	507.8	515.22	507.8	507.8	507.8	712.52	744.05
19	507.17	514.22	507.17	507.17	507.17	711.5	743.02
20	506.54	513.22	506.54	506.54	506.54	710.51	741.99
21	505.9	512.34	505.9	505.9	505.9	709.56	741.14
22	505.26	511.47	505.26	505.26	505.26	708.61	740.18
23	504.62	510.59	504.62	504.62	504.62	707.66	739.2
24	503.98	509.72	503.98	503.98	503.98	706.71	738.21
25	503.34	508.84	503.34	503.34	503.34	705.75	737.21
26	502.79	508.12	502.79	502.79	502.79	704.85	736.29
27	502.25	507.4	502.25	502.25	502.25	704	735.43
28	501.7	506.69	501.7	501.7	501.7	703.17	734.59
29	501.16	505.97	501.16	501.16	501.16	702.36	733.75
30	500.61	505.25	500.61	500.61	500.61	701.55	732.92
31	500.18	504.71	500.18	500.18	500.18	700.79	732.17
32	499.75	504.18	499.75	499.75	499.75	700.11	731.49
33	499.32	503.64	499.32	499.32	499.32	699.45	730.84
34	498.89	503.11	498.89	498.89	498.89	698.81	730.19
35	498.46	502.57	498.46	498.46	498.46	698.18	729.55
36	498.07	502.09	498.07	498.07	498.07	697.56	728.93
37	497.68	501.61	497.68	497.68	497.68	696.97	728.35
38	497.29	501.14	497.29	497.29	497.29	696.39	727.76
39	496.9	500.66	496.9	496.9	496.9	695.81	727.18
40	496.51	500.18	496.51	496.51	496.51	695.24	726.61
41	496.76	500.38	496.76	496.76	496.76	694.94	726.44
42	497.01	500.58	497.01	497.01	497.01	694.98	726.65
43	497.25	500.79	497.25	497.25	497.25	695.17	726.97
